user address,superior address,,,
0x0f70c315f5e2ecc4391c14f1a5b14d736e13931b,0x5037ed3f1c4bb17ef89e07f44e8f6f17810bd36b,普通定级,否,正常
0x5037ed3f1c4bb17ef89e07f44e8f6f17810bd36b,0x89d3d4ef4ada9cffbb4227926cca7fae83545ff2,普通定级,是,正常
0x6c3313c8a69ea2ab290eb3e31cd7215562e34837,0xc465a8394be568c65d6363ab55ecbea1b6aaed68,普通定级,否,正常
0x7164ac1f5d95e83c0eed94425d0c78c604484748,0x89d3d4ef4ada9cffbb4227926cca7fae83545ff2,普通定级,是,正常
0x8a678d0c5df50f0200e8cadb90e5eb7979ad8bba,0xd371d2eb70266cd11dc1e95286119da2293ab83d,普通定级,否,正常
0xd371d2eb70266cd11dc1e95286119da2293ab83d,0x7b7cbea2a396fce8f30dfd8c0f7c8d26152ca7a2,普通定级,否,正常
0x7b7cbea2a396fce8f30dfd8c0f7c8d26152ca7a2,0xe33a3cfa34389722e0a36b1de32d24cd4f8edc9d,普通定级,否,正常
0xe33a3cfa34389722e0a36b1de32d24cd4f8edc9d,0xddc4059e4f64c47598e2de09c5c99d950eb1934f,普通定级,否,正常
0xddc4059e4f64c47598e2de09c5c99d950eb1934f,0xca03a9875128caea01759a7abd00f9a209e6b3ef,普通定级,否,正常
0xca03a9875128caea01759a7abd00f9a209e6b3ef,0x223369f1058546bc4d2c80c3683b78f6b8a28bcc,普通定级,否,正常
0x223369f1058546bc4d2c80c3683b78f6b8a28bcc,0xd3484a5334a8852854d720dbfcc59358d382e03b,普通定级,否,正常
0xd3484a5334a8852854d720dbfcc59358d382e03b,0xd8cc45f5e73d278052bcef06a2d58558776f6382,普通定级,否,正常
0xd8cc45f5e73d278052bcef06a2d58558776f6382,0xdcd92e0e6a40319ca0038f505b8ed2a0d44181a8,普通定级,否,正常
0xc580de7f8bda66d52ad0478244754110462afaa8,0x70e7125ba373e8af875653472df2e1dbe28607bb,普通定级,否,正常
0x70e7125ba373e8af875653472df2e1dbe28607bb,0xbed06c0280345bc75bd6009a28c2183a0db6c2a2,普通定级,否,正常
0xbed06c0280345bc75bd6009a28c2183a0db6c2a2,0x96afcde8b13fca0c4bae298a2376beb2bc8e1bf4,普通定级,否,正常
0x96afcde8b13fca0c4bae298a2376beb2bc8e1bf4,0xe040763ca19210dd0576e4c1b06b33424215adee,普通定级,否,正常
0xe040763ca19210dd0576e4c1b06b33424215adee,0xd21821af451b982851665861ad5168cf26fc821f,普通定级,否,正常
0xd21821af451b982851665861ad5168cf26fc821f,0x89d3d4ef4ada9cffbb4227926cca7fae83545ff2,普通定级,否,正常
0xf056a6ade168b11a966b3807423e459648321460,0xb4f23fbce10826e095677b60e7d41bab2a4da4fb,普通定级,否,正常
0xb4f23fbce10826e095677b60e7d41bab2a4da4fb,0x04a0051107ced8116e3a105201afa2cc0bdd7625,普通定级,否,正常
0x04a0051107ced8116e3a105201afa2cc0bdd7625,0xcc9e7ac2417bec658b9404ebeb037c67d2cb3c0a,普通定级,否,正常
0xcc9e7ac2417bec658b9404ebeb037c67d2cb3c0a,0x7c4e8374aad237dc1e92675315681a1103f8bf37,普通定级,否,正常
0x7c4e8374aad237dc1e92675315681a1103f8bf37,0x93227603446d11b78709ad950a90b72751f61291,普通定级,否,正常
0x93227603446d11b78709ad950a90b72751f61291,0xc101092f263b2aa74d8051a24a4fcba42fffd53c,普通定级,否,正常
0xc101092f263b2aa74d8051a24a4fcba42fffd53c,0x89d3d4ef4ada9cffbb4227926cca7fae83545ff2,普通定级,否,正常
0x89d3d4ef4ada9cffbb4227926cca7fae83545ff2,0x3e9b1d7d66b6d1d2b2623001cb141eb5f685a311,普通定级,是,正常
0x3e9b1d7d66b6d1d2b2623001cb141eb5f685a311,0xa2abc426053bc8011b26d29ccb7120b4c58245c4,普通定级,否,正常
0xa2abc426053bc8011b26d29ccb7120b4c58245c4,0xfa89176ef47a287fb247b8e91cfbdbf27c678b0f,普通定级,否,正常
0xfa89176ef47a287fb247b8e91cfbdbf27c678b0f,0x28ee94a9e56aa341592ca43cb96c4827a3f8511b,普通定级,否,正常
0x28ee94a9e56aa341592ca43cb96c4827a3f8511b,0xdf58b6fdc1c66fd0ea181a5226b634e1506409a3,普通定级,否,正常
0xdcd92e0e6a40319ca0038f505b8ed2a0d44181a8,0xc465a8394be568c65d6363ab55ecbea1b6aaed68,普通定级,否,正常
0xdf58b6fdc1c66fd0ea181a5226b634e1506409a3,0xa16e88c6440656c8cbeca596a8ca6ade928c7d3a,普通定级,否,正常
0xa16e88c6440656c8cbeca596a8ca6ade928c7d3a,0xc465a8394be568c65d6363ab55ecbea1b6aaed68,普通定级,否,正常
0xc465a8394be568c65d6363ab55ecbea1b6aaed68,0x62e0cd65b682c6fa443851255f98658d79bf29ab,普通定级,是,正常
0x62e0cd65b682c6fa443851255f98658d79bf29ab,0xfc3900b58535a18ee184d2f9c03f280e89f00a75,普通定级,否,正常
0xfc3900b58535a18ee184d2f9c03f280e89f00a75,0x8888888888888888888888888888888888888888,普通定级,否,正常
,,普通定级,否,禁止登录
